Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
410 Medical,https://www.crunchbase.com/organization/410-medical,"Mar 17, 2025","$52,249,993",Not Started,"Health Care, Medical, Medical Device","Durham, North Carolina, United States",410 Medical is a medical device company dedicated to developing innovative products that enable frontline medical providers to improve care.,"36,165",http://410medical.com/,Less than $1M,"Sovereign’s Capital, Hatteras Venture Partners, OSF Ventures, Bios Partners, AIM Group","AFWERX, AIM Group, Bios Partners, Hatteras Venture Partners, One North Carolina Small Business Program, Triangle Venture Alliance, US Military",,https://www.linkedin.com/company/410-medical,11-50,"$14,000,000",2013
Occuspace,https://www.crunchbase.com/organization/occuspace,"Mar 17, 2025","$9,600,000",Not Started,"Commercial Real Estate, Facilities Support Services, Facility Management, Information Technology, Smart Building, Software","Westlake Village, California, United States",The world's easiest and most scalable occupancy monitoring technology. Helping organizations understand and improve their physical spaces.,"37,032",https://occuspace.io/,$1M to $10M,"Shadow Ventures, Cove Fund, Lewis & Clark Ventures, Okapi Venture Capital, Hamilton Ventures","Lewis & Clark Ventures, Okapi Venture Capital",https://x.com/@_occuspace_io,https://www.linkedin.com/company/_occuspace,11-50,"$6,000,000","Jan 1, 2017"
Greenway,https://www.crunchbase.com/organization/greenway-infrastructure,"Mar 17, 2025","€135,000,000",Not Started,"Electric Vehicle, Renewable Energy, Transportation","Gdynia, Pomorskie, Poland",Leading electric vehicle charging service provider in Central and Eastern Europe,"41,039",http://www.greenway.sk/en,$1M to $10M,"Mirova, Generation Capital, Janom, Neulogy Ventures, Helios Energy Investments",Mirova,https://x.com/GWOperator,https://www.linkedin.com/company/greenway-operator,101-250,"€50,000,000","Jan 1, 2011"
Dillard's,https://www.crunchbase.com/organization/dillards,"Mar 17, 2025","$800,000,000",Not Started,"E-Commerce, Fashion, Men's, Retail, Women's","Little Rock, Arkansas, United States",Dillard's Inc. is a luxury department store chain in the United States.,"42,558",http://www.dillards.com/,$1B to $10B,—,—,,https://www.linkedin.com/company/dillards,10001+,"$800,000,000",1938
Greenalia Power,https://www.crunchbase.com/organization/greenalia-power,"Mar 17, 2025","$124,000,000",Not Started,"Energy, Energy Management, Power Grid","New York, New York, United States",Greenalia is an energy production company.,"44,564",https://greenalia.es/en/,—,"Nomura Holdings, Barclays Bank Ireland","Barclays Bank Ireland, Nomura Holdings",,https://www.linkedin.com/company/greenalia-thegreencompany/,51-100,"$124,000,000",2013
Plus Brand,https://www.crunchbase.com/organization/plus-brand,"Mar 17, 2025","$30,000,000",Not Started,"Personal Health, Recycling, Sustainability","Sheridan, Wyoming, United States",Plus Brand is a Developing products and technologies that meaningfully improve the day-to-day well being,"45,967",https://plusbrand.com/,—,Floyd Mayweather jr,Floyd Mayweather jr,https://x.com/plus_brands,https://www.linkedin.com/company/plusbrandofficial/,11-50,"$30,000,000",2019
MPower Ventures,https://www.crunchbase.com/organization/mpower-ventures-5418,"Mar 17, 2025","$13,709,992",Not Started,"CleanTech, Energy, Renewable Energy, Solar","Zürich, Zurich, Switzerland","MPower Ventures is a technology company that offers funding, software, and solar products to facilitate energy access in emerging markets.","60,795",https://www.mpower.africa/,Less than $1M,"Republic, Crowdcube, Trade and Development Bank -TDB, EIT InnoEnergy, Innosuisse","Clean Energy and Energy Inclusion for Africa, Innosuisse, klimja, Republic, Technology Fund, Trade and Development Bank -TDB",https://x.com/mpower_ventures,https://www.linkedin.com/company/mpower-africa,51-100,"$2,700,000",2017
Slingshot DAO,https://www.crunchbase.com/organization/slingshot-dao,"Mar 17, 2025","$19,000,000",Not Started,"Gaming, Online Games","London, England, United Kingdom",SlingShot DAO is a dynamic and community-driven platform to empower creatives around the globe.,"66,887",https://slingshotdao.com/,$1M to $10M,"Dragonfly, Standard Crypto, Digital Currency Group, Animoca Brands, Sfermion",Alphabit Fund,,https://www.linkedin.com/company/slingshotdao,1-10,"$16,000,000",2022
Cloudike,https://www.crunchbase.com/organization/cloudike,"Mar 17, 2025","$8,673,771",Not Started,"Cloud Computing, Cloud Storage, Mobile, Private Cloud","San Francisco, California, United States",Powering Cloud Storage for the Next Billion People,"71,043",https://www.cloudike.com/,$1M to $10M,"MDI Ventures, TheVentures, Korea Development Bank, BonAngels Venture Partners, TIPS Program","Naver Cloud, TIPS Program",,https://www.linkedin.com/company/Cloudike/,51-100,"₩3,700,000,000",2009
Almscliffe-Dhesi Group,https://www.crunchbase.com/organization/almscliffe-dhesi-group,"Mar 17, 2025","£7,300,000",Not Started,Construction,"Leeds, Leeds, United Kingdom","Almscliffe-Dhesi Group develops, revitalises and regenerates brownfield sites while also creating new jobs.","71,074",https://www.almscliffedhesi.co.uk/,—,FW Capital,FW Capital,,,—,"£6,000,000",2019
Constantine Energy Storage,https://www.crunchbase.com/organization/constantine-energy-storage,"Mar 17, 2025","£180,000,000",Not Started,"Energy, Energy Management, Renewable Energy","Godalming, Surrey, United Kingdom",Constantine Energy Storage is an energy storage company that provides energy management and renewable energy services.,"72,656",https://constantineenergystorage.com/,—,"Export Development Canada, Societe Generale, Nord/LB, Virgin Money",—,,https://www.linkedin.com/company/constantine-energy-storage,1-10,"£180,000,000",2021
Turn Therapeutics,https://www.crunchbase.com/organization/turn-therapeutics,"Mar 16, 2025","$77,301,363",Not Started,"Biotechnology, Medical, Medical Device, Pharmaceutical","Calabasas, California, United States",Turn Therapeutics is a pharmaceutical company that is dedicated to reducing the human and economic costs of infection and skin disease.,"4,133",https://www.turntherapeutics.com/,Less than $1M,The Global Emerging Markets Group,The Global Emerging Markets Group,,https://www.linkedin.com/company/hexagenhealing,1-10,"$2,301,363","Jan 6, 2015"
Nammu21,https://www.crunchbase.com/organization/nammu21,"Mar 16, 2025","$15,824,656",Not Started,"Analytics, Financial Services, FinTech","New York, New York, United States","Nammu21 is a digitization and analytics platform that deconstructs, digitizes, and analyzes complex interconnected transaction documents.","7,532",https://nammu21.com/,$1M to $10M,"State Street, Galaxy Digital, UBS, Citi Ventures, Raptor Group",XBTO Humla Ventures,https://x.com/NammuTwentyOne,https://www.linkedin.com/company/nammu21,11-50,—,2017
Laplace Interventional,https://www.crunchbase.com/organization/laplace-interventional,"Mar 16, 2025","$42,800,000",Not Started,"Health Care, Medical, Medical Device","Plymouth, Minnesota, United States",Laplace is a medical device company that develops transcatheter tricuspid valve technology.,"41,010",https://laplaceint.com/,—,"Mayo Clinic, Aphelion Capital, Shangbay Capital, Features Capital, Unorthodox Ventures","Features Capital, gBETA Medtech, Shangbay Capital",,https://www.linkedin.com/company/laplaceint,1-10,"$22,000,000",2020
Soteria Battery Innovation Group,https://www.crunchbase.com/organization/soteria-battery-innovation-group,"Mar 16, 2025","$7,027,195",Not Started,"Battery, Energy, Renewable Energy","Greenville, South Carolina, United States",Soteria is enabling safe lithium-ion batteries through technology that reduces the number of battery fires by 90-99%.,"41,783",https://www.soteriabig.com/,$1M to $10M,"NYSERDA, Newchip Accelerator, Keiretsu Capital, Keiretsu Forum Mid Atlantic, Urban Future Lab","Keiretsu Forum Mid Atlantic, Phoenix Xcelerator",https://x.com/soteriabig,https://www.linkedin.com/company/soteriabig/,11-50,—,2017
Onena Medicines,https://www.crunchbase.com/organization/onena-medicines-s-l,"Mar 16, 2025","$6,413,394",Not Started,"Biotechnology, Health Care, Medical Device","Donostia-san Sebastián, Pais Vasco, Spain","Onena Medicines is a biotechnology company provides medical devices, antibodies to treat cancer and rare diseases.","66,279",https://www.onenameds.com/,$1M to $10M,"Plug and Play, Zürcher Kantonal Bank, Centre for the Development of Industrial Technology (CDTI), MassChallenge, Eurostars","AVANTECA Partners, BaseLaunch, Centre for the Development of Industrial Technology (CDTI), Eurostars, MassChallenge, Zürcher Kantonal Bank",,https://www.linkedin.com/company/onenameds/,1-10,—,2019
Gallant,https://www.crunchbase.com/organization/gallant-pet,"Mar 15, 2025","$44,000,000",Not Started,"Biotechnology, Pet, Therapeutics","San Diego, California, United States","Gallant is advancing investigational stem cell therapies to help give pets more good years, making regenerative care more accessible.","4,173",https://gallant.com/,$1M to $10M,"Alumni Ventures, Slow Ventures, Bling Capital, Maveron, Digitalis Ventures","Bold Capital Partners, Digitalis Ventures, Justin Mateen",https://x.com/gallantpet?lang=en,https://www.linkedin.com/company/gallantpet/,11-50,"$18,000,000",2018
Cryplex AI,https://www.crunchbase.com/organization/cryplex-ai,"Mar 15, 2025","$23,000,000",Not Started,"Artificial Intelligence (AI), Browser Extensions, Database, Data Storage, Decentralized Finance (DeFi), Internet, Machine Learning","New York, New York, United States",Cryplex AI provides decentralized storage solutions for AI training using unused resources.,"23,985",https://cryplex.ai/,—,"HuntX Labs, TTB Labs",HuntX Labs,https://x.com/CryplexAI,,51-100,"$23,000,000",—
Aeon,https://www.crunchbase.com/organization/aeon-9233,"Mar 14, 2025","$16,600,000",Not Started,"Aerospace, Artificial Intelligence (AI), Computer Vision, Intelligent Systems, Manufacturing, Military, National Security","Austin, Texas, United States",Aeon develops advanced capabilities at scale for maximum deterrence.,810,https://www.aeonindustrial.org/,—,"Silent Ventures, 1789 Capital, Vanderbilt University, Quiet Capital, MaC Venture Capital","Quiet Capital, Silent Ventures",https://x.com/aeonindustrial,https://www.linkedin.com/company/aeonindustries,11-50,"$12,000,000",Nov 2023
mpathic.ai,https://www.crunchbase.com/organization/empathy-rocks,"Mar 14, 2025","$13,270,778",Not Started,"Analytics, Apps, Artificial Intelligence (AI), Machine Learning, SaaS, Software","Bellevue, Washington, United States",mpathic is keeping humans safe in the AI era through automated tools & expert datasets - rooted in psychology and powered by clinicians.,"2,946",https://www.mpathic.ai/,$1M to $10M,"Illuminate Ventures, NEXT Frontier Capital, Portland Seed Fund, Graham & Walker, Female Founders Alliance","Illuminate Ventures, NEXT Frontier Capital",,https://www.linkedin.com/company/mpathic-ai/,11-50,"$8,070,778","Jan 1, 2021"
HOLY,https://www.crunchbase.com/organization/holy-98a1,"Mar 14, 2025","€10,500,000",Not Started,"E-Commerce, Food and Beverage, Manufacturing, Retail","Berlin, Berlin, Germany",HOLY is an e-commerce platform that produces soft drinks including HOLY energy and HOLY iced tea.,"7,749",https://de.weareholy.com/,$10M to $50M,"Left Lane Capital, HV Capital, Simon Capital, FoodLabs, V3 ventures","FoodLabs, Left Lane Capital",https://x.com/holysquad_de,https://www.linkedin.com/company/weareholy,101-250,—,2020
TruckSmarter,https://www.crunchbase.com/organization/trucksmarter,"Mar 14, 2025","$94,000,000",Not Started,"Freight Service, Logistics, Transportation","San Francisco, California, United States",Our mission is to empower truck drivers lives across the US through technology and grit.,"11,593",https://www.trucksmarter.com/,$1M to $10M,"Andreessen Horowitz, Thrive Capital, Founders Fund, Bain Capital Ventures, Fin Capital","CoVenture, Thrive Capital",https://x.com/trucksmarterinc,https://www.linkedin.com/company/trucksmarter,51-100,—,"Apr 1, 2021"
Magnus Medical,https://www.crunchbase.com/organization/magnus-medical,"Mar 14, 2025","$88,986,011",Not Started,"Health Care, Health Diagnostics, Medical, Neuroscience","Burlingame, California, United States",Magnus Medical develops a closed-loop neuromodulation technology to effectively treat intractable neurological and psychiatric disorders.,"12,390",https://www.magnusmed.com/,$1M to $10M,"Red Tree Venture Capital, Jazz Venture Partners","Jazz Venture Partners, Red Tree Venture Capital",https://x.com/magnusmed/,https://www.linkedin.com/company/magnusmed/,11-50,"$63,986,011",2020
Chimeron Bio,https://www.crunchbase.com/organization/chimeron-bio,"Mar 14, 2025","$13,956,690",Not Started,"Biotechnology, Health Care, Therapeutics","Philadelphia, Pennsylvania, United States",Chimeron Bio develops agents for personalized cancer gene therapy.,"22,854",http://chimeronbio.com/,$1M to $10M,Dreavent Capital,—,https://x.com/chimeronbio,https://www.linkedin.com/company/chimeron-bio/,1-10,"$12,811,690",2015
GomSpace,https://www.crunchbase.com/organization/gomspace,"Mar 14, 2025","$38,093,886",Not Started,"Aerospace, Satellite Communication, Service Industry","Aalborg, Nordjylland, Denmark",GomSpace is a space company with a mission to be engaged in the global market for space systems and services by introducing new products.,"26,443",http://www.gomspace.com/,$10M to $50M,"European Investment Bank, Peter Hargreaves","European Investment Bank, Peter Hargreaves",https://x.com/gomspace_aps,https://www.linkedin.com/company/gomspace,51-100,"SEK196,000,000",2007
Hunt Club,https://www.crunchbase.com/organization/hunt-club-3,"Mar 14, 2025","$51,800,000",Not Started,"Recruiting, Social Recruiting, Staffing Agency","Chicago, Illinois, United States",Hunt Club is a talent company that leans on subject matter experts to help clients find their next hire.,"27,184",https://huntclub.com/,$10M to $50M,"WestCap, Sovereign’s Capital, FJ Labs, Sator Grove Holdings, Home Chef","Sator Grove Holdings, Teamworthy Ventures, WestCap",https://x.com/huntclubco,https://www.linkedin.com/company/huntclub,101-250,—,2014
AirHelp,https://www.crunchbase.com/organization/airhelp,"Mar 14, 2025","$12,221,000",Not Started,"Air Transportation, Document Management, Internet, Legal, Professional Services","New York, New York, United States",AirHelp is the world's largest organisation dedicated to helping passengers with delays and cancellations,"31,966",http://www.airhelp.com/,Less than $1M,"Khosla Ventures, Y Combinator, ABRY Partners, Pegasus Tech Ventures, Cherubic Ventures","ABRY Partners, H14, Khosla Ventures, Nordic Eye Venture Capital, TempoCap",https://x.com/theairhelper,http://www.linkedin.com/company/airhelp,251-500,—,"Jan 25, 2013"
Neurolutions,https://www.crunchbase.com/organization/neurolutions,"Mar 14, 2025","$27,799,999",Not Started,"Biotechnology, Health Care, Medical Device, Neuroscience, Software","Van Nuys, California, United States",Neurolutions is a medical device company creating a revolutionary platform for neurorehabilitation leveraging BCI technology.,"32,342",https://www.neurolutions.com/,$1M to $10M,"Ascension Ventures, BioGenerator, Prolog Ventures, AMED Ventures, St. Louis Arch Angels",—,,https://www.linkedin.com/company/neurolutions-inc-,11-50,"$26,549,999",2007
Inn-Flow,https://www.crunchbase.com/organization/inn-flow,"Mar 14, 2025","$45,000,000",Not Started,"Hospitality, Software","Cary, North Carolina, United States",Inn-Flow is revolutionizing the hospitality industry by providing hoteliers with best-in-class hotel accounting and management software.,"34,178",http://www.inn-flow.com/,$1M to $10M,Mainsail Partners,Mainsail Partners,https://x.com/innflowsoftware,https://www.linkedin.com/company/inn-flow/,51-100,"$45,000,000",2009
ForeSee Medical,https://www.crunchbase.com/organization/foresee-medical,"Mar 14, 2025","$53,394,969",Not Started,"Artificial Intelligence (AI), Data Management, Health Care, Information Technology, Natural Language Processing","San Diego, California, United States",ForeSee Medical develops a healthcare data management platform to facilitate clinical guidance and automate the care delivery process.,"34,264",https://www.foreseemed.com/,Less than $1M,—,—,https://x.com/foreseemedical,https://www.linkedin.com/company/foresee-medical-inc,11-50,"$3,599,991",2017
Digital 9 Infrastructure,https://www.crunchbase.com/organization/digital-9-infrastructure-plc,"Mar 14, 2025","£95,200,000",Not Started,"Business Development, Energy, Financial Services, Infrastructure, Venture Capital","London, England, United Kingdom","Digital Infrastructure is a managed investment trust that invests in energy, social housing, and digital infrastructure.","39,049",https://www.d9infrastructure.com/,$500M to $1B,"Santander, Royal Bank of Canada, The Royal Bank Of Scotland Private Limited Company, DNB (UK) Limited",—,,https://www.linkedin.com/showcase/digital-9-infrastructure/,101-250,—,2021
ZetaDisplay,https://www.crunchbase.com/organization/zetadisplay,"Mar 14, 2025","SEK500,000,000",Not Started,"Advertising, Marketing","Malmö, Skane Lan, Sweden",ZetaDisplay is a supplier of Digital Signage to large retail chains and the service industry.,"45,997",https://zetadisplay.com/,$50M to $100M,—,—,https://x.com/zeta_display,https://www.linkedin.com/company/zetadisplay-ab/,101-250,"SEK500,000,000",2003
Dynocardia,https://www.crunchbase.com/organization/dynocardia,"Mar 14, 2025","$10,495,890",Not Started,"Health Care, Medical Device, Personal Health, Wearables, Wellness","Cambridge, Massachusetts, United States","Dynocardia is a medical device company that offers direct, beat-to-beat measurement of blood pressure that is wrist-wearable.","46,848",https://www.dynocardia.care/,$1M to $10M,"National Science Foundation, Luminate, Massachusetts Medical Device Development Center (M2D2), National Heart, Lung and Blood Institute, Mayo Clinic Platform","Mayo Clinic Platform, National Science Foundation",,https://www.linkedin.com/company/dynocardia/,1-10,"$1,240,638",2018
Curve,https://www.crunchbase.com/organization/curve,"Mar 14, 2025","$301,611,525",Not Started,"Apps, Banking, Financial Services, FinTech, Payments","London, England, United Kingdom",Curve Pay actively works to save you money and enhance every payment you make through its cutting-edge wallet technology.,"47,171",https://www.curve.com/,$10M to $50M,"Speedinvest, Santander, Cathay Innovation, Seedcamp, BREEGA","BREEGA, Connect Ventures, Fuel Venture Capital, Gauss Ventures, Hanaco Venture Capital, IDC Ventures, Samsung NEXT’s Q Fund, Vulcan Capital",https://x.com/imaginecurve,https://www.linkedin.com/company/curve-ltd-,101-250,"£37,000,000","Apr 2, 2015"
Riser Fitness,https://www.crunchbase.com/organization/riser-fitness,"Mar 14, 2025","$72,000,000",Not Started,"Fitness, Health Care, Wellness","Covina, California, United States",Riser Fitness operates Club Pilates and is dedicated to promoting health and wellness through the practice of Pilates.,"49,208",https://riserfitness.com/,—,Fortress Investment Group,Fortress Investment Group,,https://www.linkedin.com/company/riser-fitness,1001-5000,—,2013
Digital Wildcatters,https://www.crunchbase.com/organization/digital-wildcatters,"Mar 14, 2025","$13,674,988",Not Started,"Communities, Energy, Media and Entertainment, Oil and Gas, Podcast, Professional Networking, Recruiting, Renewable Energy, Social Network","Houston, Texas, United States",Digital Wildcatters is a community platform for energy professionals.,"49,232",https://www.digitalwildcatters.com/,$1M to $10M,"Diamondback Energy, ProFrac Services, Chuck Yates",Chuck Yates,https://x.com/DWildcatters,https://www.linkedin.com/company/digitalwildcatters/,11-50,"$6,674,988",2019
Inflammasome Therapeutics,https://www.crunchbase.com/organization/inflammasome-therapeutics-inc,"Mar 14, 2025","$6,246,772",Not Started,"Biotechnology, Health Care, Therapeutics","Newton, Massachusetts, United States","Inflammasome Therapeutics develops therapies for prevalent, degenerative diseases like Alzheimer’s disease and Parkinson's disease.","50,304",https://www.inflam.com/,$1M to $10M,—,—,,https://www.linkedin.com/company/inflammasome-therapeutics,11-50,"$2,450,172",2019
Shropshire Towns and Rural Housing,https://www.crunchbase.com/organization/shropshire-towns-and-rural-housing,"Mar 14, 2025","£9,400,000",Not Started,"Construction, Real Estate, Rehabilitation","Shrewsbury, Shropshire, United Kingdom",Shropshire Towns and Rural Housing offer to build homes and repair homes services.,"107,415",https://www.starhousing.org.uk/,$1M to $10M,Warm Homes Social Housing Fund Wave 3,Warm Homes Social Housing Fund Wave 3,https://x.com/star_housing,https://www.linkedin.com/company/shropshire-towns-and-rural-housing,251-500,"£9,400,000",2013
SafeSpace,https://www.crunchbase.com/organization/hitc,"Mar 14, 2025","$12,552,000",Not Started,"Artificial Intelligence (AI), Assistive Technology, Health Care","Knoxville, Tennessee, United States","SafeSpace is an AI-powered platform that specializes in fall monitoring. sensor analytics, and elopement detection services for Healthcare.","132,610",https://safespaceglobal.ai/,$1M to $10M,—,—,https://x.com/SSGC_OTC,https://www.linkedin.com/company/safespaceglobal-ssgc,51-100,"$10,000,000",2014
Insilico Medicine,https://www.crunchbase.com/organization/insilico-medicine,"Mar 13, 2025","$624,300,000",Not Started,"Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical","Cambridge, Massachusetts, United States",Insilico Medicine develops an AI platform for drug development to treat cancer and age-related diseases.,100,http://www.insilico.com/,$50M to $100M,"B Capital, Sequoia Capital, Qiming Venture Partners, HSG, Eli Lilly","Deep Knowledge Group, Fosun Pharma, HSBC Hong Kong, Prosperity7 Ventures, Pudong Chuangtou, Qiming Venture Partners, Value Partners, Warburg Pincus, WuXi AppTec",https://x.com/InsilicoMeds,https://www.linkedin.com/company/in-silico-medicine-inc,101-250,"$123,000,000",2014
Flock Safety,https://www.crunchbase.com/organization/flock-safety,"Mar 13, 2025","$655,584,142",Not Started,"Manufacturing, Public Safety, Security, Sensor","Atlanta, Georgia, United States",Flock Safety provides end-to-end surveillance solutions to support law enforcement and communities.,116,https://www.flocksafety.com/,$100M to $500M,"Andreessen Horowitz, Y Combinator, Founders Fund, Tiger Global Management, Kleiner Perkins","Andreessen Horowitz, Bedrock, Matrix, Meritech Capital Partners, Tiger Global Management",https://x.com/flock_safety,https://www.linkedin.com/company/flock-safety,1001-5000,"$275,000,000",2017
Omni,https://www.crunchbase.com/organization/omni-analytics,"Mar 13, 2025","$95,900,000",Not Started,"Artificial Intelligence (AI), Business Intelligence, Information Technology, SaaS, Software","San Francisco, California, United States",Omni is a business intelligence platform that combines the reliability of a unified data model with the flexibility of SQL.,"2,161",https://omni.co/,$1M to $10M,"BoxGroup, Redpoint, ICONIQ Growth, Quiet Capital, Theory Ventures","First Round Capital, ICONIQ Growth, Redpoint",https://x.com/Omni,https://www.linkedin.com/company/exploreomni,51-100,"$69,000,000",Feb 2022
Rep Data,https://www.crunchbase.com/organization/rep-data,"Mar 13, 2025","$11,579,290",Not Started,"Consumer Research, Data Collection and Labeling, Market Research, Professional Services","New Orleans, Louisiana, United States",Rep Data is a market research company that offers assistance in data collection for primary quantitative research studies.,"3,031",https://repdata.com/,$1M to $10M,"Mountaingate Capital, Recurring Capital Partners","Mountaingate Capital, Recurring Capital Partners",https://x.com/RepDataLLC,https://www.linkedin.com/company/rep-data/?viewAsMember=true,51-100,—,2020
Ryse,https://www.crunchbase.com/organization/ryse-0fd6,"Mar 13, 2025","$6,400,000",Not Started,"Information Technology, Marketplace, Real Estate","New York, New York, United States",Ryse is a marketplace for real estate operators to sell their lease assets to capital markets investors,"4,667",https://www.rysemarket.com/,—,"Y Combinator, Pioneer Fund, Acacia Venture Capital Partners, Roman Smolevskiy, Sahin Boydas",Y Combinator,https://x.com/ryse_market,https://www.linkedin.com/company/ryse-market,11-50,"$5,900,000",2024
Porter,https://www.crunchbase.com/organization/porter-8733,"Mar 13, 2025","$45,478,192",Not Started,"Analytics, Health Care, Hospital, Medical","Miami, Florida, United States",Porter is a big data and analytics company for health care and consumer products.,"7,430",https://www.helloporter.com/,$1M to $10M,"Eir Partners, Old Line Capital Partners, Grit Capital Partners, JLC Family Office","Eir Partners, Grit Capital Partners, JLC Family Office, Old Line Capital Partners",https://x.com/helloporterus,https://www.linkedin.com/company/helloporterus,1-10,"$34,999,999",2021
Amcor,https://www.crunchbase.com/organization/amcor-ltd,"Mar 13, 2025","$2,200,000,000",Not Started,"Chemical, Information Technology, Manufacturing, Medical, Packaging Services, Supply Chain Management, Sustainability","Zürich, Zurich, Switzerland","Amcor is a packaging and container manufacturing company for food and beverage, personal care, and medical industries.","9,090",http://www.amcor.com/,$10B+,—,—,https://x.com/amcorpackaging,https://www.linkedin.com/company/amcor,10001+,"$2,200,000,000",1864
Prudential Financial,https://www.crunchbase.com/organization/prudential-financial,"Mar 13, 2025","$1,250,000,000",Not Started,"Asset Management, Finance, Financial Exchanges, Financial Services, Health Care, Insurance, Retirement","Newark, New Jersey, United States","Prudential Financial specializes in the fields of investment management, life insurance, and retirement benefits.","9,687",http://www.prudential.com/,$10B+,AM Best,AM Best,https://x.com/prudential,http://www.linkedin.com/company/prudential-financial,10001+,"$750,000,000",1875
Terabase Energy,https://www.crunchbase.com/organization/terabase-energy,"Mar 13, 2025","$205,000,000",Not Started,"Energy, Software, Solar","Berkeley, California, United States",Terabase Energy is a web-based tool that reduces cost and deployment timelines by digitalizing the solar power plant.,"10,933",https://www.terabase.energy/,$10M to $50M,"Fifth Wall, Powerhouse Ventures, SoftBank Vision Fund, Breakthrough Energy Ventures, SJF Ventures","Breakthrough Energy Ventures, Fifth Wall, Prelude Ventures, SJF Ventures, SoftBank Vision Fund",,https://www.linkedin.com/company/terabase,101-250,"$130,000,000","Jan 1, 2019"
Air Liquide,https://www.crunchbase.com/organization/air-liquide,"Mar 13, 2025","$1,158,588,723",Not Started,"Chemical, Construction, Health Care, Industrial, Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Public Safety, Telecommunications","Paris, Ile-de-France, France","Air Liquide supplies industrial gases and services to various industries including medical, chemical and electronic manufacturers.","12,144",http://www.airliquide.com/,$10B+,The European Innovation Fund,The European Innovation Fund,https://x.com/AirLiquideGroup,http://www.linkedin.com/company/airliquide,10001+,"€500,000,000",1902
BeatBox Beverages,https://www.crunchbase.com/organization/beatbox-beverages,"Mar 13, 2025","$9,870,498",Not Started,"Food and Beverage, Wine And Spirits","Austin, Texas, United States",BeatBox Beverages is the World's Tastiest Party Punch. The,"13,624",http://www.beatboxbeverages.com/,$100M to $500M,"Congress Avenue Ventures, Texas Venture Labs, Mark Cuban, Shaquille O'Neal, Rob Dyrdek","Congress Avenue Ventures, Rod Hildebrant, Shaquille O'Neal",https://x.com/BeatboxBevs,http://www.linkedin.com/company/beatbox-beverages-llc,251-500,—,2011
OptimHire,https://www.crunchbase.com/organization/optimhire,"Mar 13, 2025","$8,450,000",Not Started,"Artificial Intelligence (AI), B2B, Big Data, Marketplace, Recruiting, Social Recruiting","San Francisco, California, United States",an AI-based global recruitment ecosystem to remove human-recruiter work and deliver 10X faster hiring and 80% reduced hiring costs.,"14,064",https://optimhire.com/,$10M to $50M,"Mucker Capital, SparkLabs Accelerator, BDev Ventures, Pitbull Ventures, Citta Capital","Mucker Capital, Pitbull Ventures",,https://www.linkedin.com/company/optimehire,51-100,"$5,000,000",2019
BlackWall,https://www.crunchbase.com/organization/botguard,"Mar 13, 2025","€57,500,000",Not Started,"Artificial Intelligence (AI), Cyber Security, Network Security, Software","Tallinn, Harjumaa, Estonia",Blackwall is a cybersecurity company offering bot mitigation and web security solutions for hosting and managed services.,"14,229",https://www.blackwall.com/,$1M to $10M,"Dawn Capital, Expeditions, MMC Ventures, Tera Ventures, Stefan Lindeberg","Dawn Capital, MMC Ventures, Tera Ventures",,https://www.linkedin.com/company/blackwall-solutions,51-100,"€45,000,000",2019
OneMain Financial,https://www.crunchbase.com/organization/onemain-financial,"Mar 13, 2025","$2,900,000,000",Not Started,"Credit, Finance, Financial Services, Insurance, Wealth Management","Evansville, Indiana, United States",OneMain Financial has been offering responsible and transparent loans for over 100 years.,"14,816",http://www.onemainfinancial.com/,$1B to $10B,"Apollo, Varde Partners","Apollo, Varde Partners",https://x.com/onemain,https://www.linkedin.com/company/onemain/,5001-10000,"$600,000,000",1912
C2N Diagnostics,https://www.crunchbase.com/organization/c2n-diagnostics,"Mar 13, 2025","$85,725,000",Not Started,"Biotechnology, Health Care, Health Diagnostics, Medical, Therapeutics","Saint Louis, Missouri, United States","C2N Diagnostics is a specialty company focused on brain health and neurodegenerative diagnostics, advancing early detection solutions.","15,101",https://c2n.com/,$1M to $10M,"Samsung Bioepis, Michael J. Fox Foundation, Samsung BioLogics, Eisai US, Alzheimer's Drug Discovery Foundation","Alzheimer's Drug Discovery Foundation, Eisai US, GHR Foundation, Michael J. Fox Foundation",,https://www.linkedin.com/company/c2n-diagnostics,101-250,"$10,000,000","Jan 1, 2007"
Anyware Robotics,https://www.crunchbase.com/organization/anyware-robotics,"Mar 13, 2025","$12,000,000",Not Started,"Artificial Intelligence (AI), Freight Service, Logistics, Robotics, Transportation","Fremont, California, United States",Anyware Robotics offers AI-powered mobile robots that autonomously unload boxes in containers and trucks.,"15,394",https://anyware-robotics.com/,—,"Alumni Ventures, GFT Ventures, Foothill Ventures, Black Forest Ventures",GFT Ventures,,https://www.linkedin.com/company/anyware-robotics/about/,11-50,"$12,000,000",2023
