Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Carbonfuture,https://www.crunchbase.com/organization/carbonfuture,"Dec 19, 2025","$8,077,698",Not Started,"Environmental Consulting, Environmental Engineering, Natural Resources, Sustainability","Freiburg, Baden-Wurttemberg, Germany",Carbonfuture is the world's leading provider of high-quality durable carbon removal credits.,"11,528",https://www.carbonfuture.earth/,$1M to $10M,"SIX, seed + speed Ventures, 4impact, Third Derivative, Übermorgen Ventures","Carbon Removal Partners, kopa ventures, SIX, Third Derivative, Übermorgen Ventures",https://x.com/i/flow/login?redirect_after_login=%2Fcarbonfuture_,https://www.linkedin.com/company/carbonfuture,11-50,—,2020
Slips,https://www.crunchbase.com/organization/slips-b6b3,"Dec 19, 2025","$7,204,995",Not Started,"Apps, Gambling, Internet, Peer to Peer, Predictive Analytics","Los Angeles, California, United States",Slips is a peer-to-peer social betting platform that enables users to place real-money wagers directly against other participants.,"11,725",https://slips.com/,—,"Trousdale Ventures, Las Olas Venture Capital, Watertower Ventures, Sunset Bay Capital, Andrew Schwartzberg","Las Olas Venture Capital, Sunset Bay Capital",https://x.com/slipslive_,https://www.linkedin.com/company/slipslive,1-10,"$4,104,995",Apr 2021
Steward Partners Global Advisory,https://www.crunchbase.com/organization/steward-partners-global-advisory,"Dec 19, 2025","$619,868,750",Not Started,"Advice, Asset Management, Banking, Consulting, Delivery Service, Financial Services","Washington, District of Columbia, United States",Steward Partners Global Advisory is a Washington-based financial service provider.,"11,790",http://stewardpartners.com/,$100M to $500M,"Ares Management, Manulife Investment Management, Apogem Capital, The Cynosure Group","Apogem Capital, Ares Management, The Cynosure Group",https://x.com/stewardpartners,https://www.linkedin.com/company/steward-partners-global-advisory,501-1000,"$475,000,000",Nov 2013
Fleek,https://www.crunchbase.com/organization/fleek-3223,"Dec 19, 2025","$20,954,258",Not Started,"B2B, E-Commerce, Fashion, Marketplace","San Francisco, California, United States",A B2B Marketplace for Wholesale Second Hand Fashion,"13,050",https://joinfleek.com/,—,"Andreessen Horowitz, Y Combinator, Pioneer Fund, HV Capital, Harley Finkelstein","Andreessen Horowitz, HV Capital, Y Combinator",https://x.com/joinfleek?lang=en,https://www.linkedin.com/company/joinfleek/,101-250,—,"Nov 5, 2021"
Aquaporin,https://www.crunchbase.com/organization/aquaporin,"Dec 19, 2025","$45,284,633",Not Started,"Biotechnology, Industrial, Water Purification","Kongens Lyngby, Hovedstaden, Denmark",Aquaporin is a water tech company that offers water treatment through bioengineering.,"13,081",https://aquaporin.com/,$1M to $10M,"EISMEA, M. Goldschmidt Capital, Teknologisk Innovation AS",—,https://x.com/AquaporinGroup,https://www.linkedin.com/company/aquaporin-a-s/,51-100,"DKK78,000,000",2005
ETRO,https://www.crunchbase.com/organization/etro,"Dec 19, 2025","€70,000,000",Not Started,"Apparel, E-Commerce, Fashion, Sales","Milan, Lombardia, Italy",ETRO is an online store that sells men's and women's clothes.,"14,575",https://www.etro.com/,$100M to $500M,"Swinger International, SRI Group, RAMS GLOBAL",—,https://x.com/EtroOfficial,https://www.linkedin.com/company/etro/,501-1000,"€70,000,000",1968
SSEN Transmission,https://www.crunchbase.com/organization/ssen-transmission,"Dec 19, 2025","$3,983,614,868",Not Started,"Energy, Renewable Energy","Perth, Perth and Kinross, United Kingdom",SSEN Transmission provide a safe and reliable supply of electricity.,"14,657",https://www.ssen-transmission.co.uk/,$500M to $1B,"HSBC, Bank of America, JP Morgan, Santander Bank, MUFG Bank","Ofgem, Ontario Teachers' Pension Plan",,https://www.linkedin.com/company/ssen-transmission/about/,1001-5000,"£1,000,000,000",2000
IN8Bio,https://www.crunchbase.com/organization/incysus-therapeutics,"Dec 19, 2025","$92,630,581",Not Started,"Biotechnology, Health Care, Therapeutics","New York, New York, United States",IN8Bio is a biotechnology company focused on delivering a novel off-the-shelf product for the treatment of cancer.,"15,315",https://in8bio.com/,Less than $1M,"Coastlands Capital, Bios Partners, Stonepine Capital Management, 683 CAPITAL","Bios Partners, Coastlands Capital",https://x.com/in8bio,https://www.linkedin.com/company/in8bio,11-50,"$20,100,000",2016
Monument,https://www.crunchbase.com/organization/monument-55b9,"Dec 19, 2025","$19,171,000",Not Started,"B2B, SaaS, Self-Storage, Software","Dallas, Texas, United States",Monument is a software platform for the self-storage industry that manages large portfolios of facilities.,"15,424",https://monument.io/,—,Woodland Capital,Woodland Capital,,https://www.linkedin.com/company/monument-software,11-50,"$7,171,000",2023
MOLG,https://www.crunchbase.com/organization/molg,"Dec 19, 2025","$44,185,196",Not Started,"Industrial Automation, Innovation Management, Manufacturing, Robotics","Sterling, Virginia, United States","Molg specializes in circular manufacturing, utilizing robotics to autonomously disassemble complex electronic products.","15,469",https://www.molg.ai/,$1M to $10M,"Techstars, Closed Loop Partners, Elemental Impact, ABB, US Department of Energy","Closed Loop Partners, Techstars, US Department of Energy",,https://www.linkedin.com/company/molg,11-50,"$29,145,196",2021
Manasquan Bank,https://www.crunchbase.com/organization/manasquan-bank,"Dec 19, 2025","$75,000,000",Not Started,"Banking, Financial Services","Monmouth Junction, New Jersey, United States",Manasquan Bank operates as a local bank.,"17,615",https://www.manasquanbank.com/,$100M to $500M,—,—,https://x.com/manasquanbank,https://www.linkedin.com/company/manasquan-bank/,101-250,"$45,000,000","Mar 21, 1874"
Biometry,https://www.crunchbase.com/organization/biometry,"Dec 19, 2025","$7,834,876",Not Started,"Analytics, Artificial Intelligence (AI), Biotechnology, Medical Device, Software","Boston, Massachusetts, United States",Biometry is a health technology company that develops diagnostic tools to support patients with chronic respiratory conditions.,"17,732",https://www.mybiometry.com/,$1M to $10M,"MassChallenge, Elevate Ventures, CareSource, New York Angels, Sidecar Angels","Dexcom Ventures, MassChallenge, Mass. Manufacturing Innovation Initiative, MedTech Innovator",https://x.com/mybiometry,https://www.linkedin.com/company/mybiometry,11-50,"$2,158,876",2013
C12 Quantum Electronics,https://www.crunchbase.com/organization/c12-quantum-electronics,"Dec 19, 2025","$48,165,117",Not Started,"Machine Learning, Nanotechnology, Product Design, Quantum Computing, Semiconductor","Paris, Ile-de-France, France",C12 Quantum Electronics develop reliable quantum processors with carbon nanotubes.,"18,609",https://www.c12qe.com/,$1M to $10M,"Bpifrance, Verve Ventures, 360 Capital, European Innovation Council, Varsity","360 Capital, AGORANOV, Bpifrance, European Innovation Council, France 2030, Varsity",https://x.com/c12_quantum,https://www.linkedin.com/company/c12-quantum-electronics,11-50,"€13,900,000",2019
Mantis biotech,https://www.crunchbase.com/organization/mantis-biotech,"Dec 19, 2025","$6,275,000",Not Started,"Biopharma, Biotechnology, Product Research","San Francisco, California, United States",Mantis biotech builds a unified biomedical device testing and regulatory platform,"18,861",https://mantisbiotech.com/,—,—,—,,https://www.linkedin.com/company/mantis-biotech/,1-10,"$275,000","Oct 7, 2025"
ApolloMD,https://www.crunchbase.com/organization/apollomd-2,"Dec 19, 2025","$12,006,656",Not Started,"Clinical Trials, Health Care, Hospital","Atlanta, Georgia, United States",ApolloMD is a privately-held group for hospitals and health systems.,"20,974",http://www.apollomd.com/,$500M to $1B,—,—,https://x.com/apollo_md,https://www.linkedin.com/company/62300,1001-5000,"$571,607",2001
EvodiaBio,https://www.crunchbase.com/organization/evodiabio,"Dec 19, 2025","DKK140,000,000",Not Started,Biotechnology,"Copenhagen, Hovedstaden, Denmark","EvodiaBio is a bio-industrial firm that creates natural, sustainable scents for the food and beverage industries.","24,221",https://evodiabio.com/,$1M to $10M,"RA Capital Management, BioInnovation Institute, Nordic Foodtech VC, Symrise, Export and Investment Fund","BioInnovation Institute, Export and Investment Fund, Nordic Foodtech VC, RA Capital Management, Symrise, The March Group",,https://www.linkedin.com/company/evodiabio,11-50,"DKK45,000,000",2021
Aidoptation,https://www.crunchbase.com/organization/aidoptation,"Dec 19, 2025","€25,000,000",Not Started,"Artificial Intelligence (AI), Autonomous Vehicles","Sint-truiden, Limburg, Belgium",Aidoptation develops autonomous driving technology.,"29,454",https://www.aidoptation.com/,—,"SFPIM, Belfius Bank, Limburgse Reconversie Maatschappij, Ethias Ventures, John Cockerill Defense America","Ethias Ventures, Limburgse Reconversie Maatschappij, SFPIM",https://x.com/aidoptation,https://www.linkedin.com/company/aidoptation/,11-50,"€20,000,000",2025
Autosmart International,https://www.crunchbase.com/organization/autosmart-international,"Dec 19, 2025","£36,000,000",Not Started,"Consumer Goods, Made to Order, Manufacturing, Retail","Lichfield, Staffordshire, United Kingdom",Autosmart International is a manufacturer and distributor of professional vehicle and food processing cleaning products.,"38,260",https://www.autosmart.co.uk/,—,Lloyds Bank,Lloyds Bank,https://x.com/AutosmartUK,https://www.linkedin.com/company/autosmart/,101-250,"£36,000,000",1979
Tuckahoe Holdings,https://www.crunchbase.com/organization/tuckahoe-holdings,"Dec 19, 2025","$72,173,594",Not Started,"Finance, Financial Services, Professional Services","Richmond, Virginia, United States",Tuckahoe Holdings is an investment advisory firm that provides financial services.,"38,303",https://www.tuckahoeholdings.com/,$1M to $10M,—,—,,https://www.linkedin.com/company/tuckahoe-holdings-llc/,1001-5000,"$20,000,394",2015
YIT,https://www.crunchbase.com/organization/yit-8dbb,"Dec 19, 2025","€520,000,000",Not Started,"Commercial, Commercial Real Estate, Construction","Helsinki, Southern Finland, Finland","YIT improves living conditions by developing and building housing, commercial facilities, infrastructure, and entire districts.","38,353",https://www.yitgroup.com/,$1B to $10B,—,—,,https://www.linkedin.com/company/yit/?originalSubdomain=fi,1001-5000,"€200,000,000",1912
Mlinar,https://www.crunchbase.com/organization/mlinar,"Dec 19, 2025","€80,000,000",Not Started,Food and Beverage,"Zagreb, Grad Zagreb, Croatia",Mlinar is the bakery retail and wholesale business in Croatia and operates the largest bakery retail network in South East Europe.,"42,606",https://www.mlinar.hr/hr/,$100M to $500M,"European Bank for Reconstruction and Development, Mid Europa Partners, Bosqar",European Bank for Reconstruction and Development,,https://www.linkedin.com/company/mlinar/,1001-5000,"€80,000,000",1903
DOmedia,https://www.crunchbase.com/organization/domedia,"Dec 19, 2025","$7,244,717",Not Started,"Advertising, App Marketing, E-Commerce, Internet, Software","Columbus, Ohio, United States",DOmedia is a software platform for buying and selling out of home media.,"42,929",http://domedia.com/,$1M to $10M,"Advantage Capital, NCT Ventures, Ohio Innovation Fund",Advantage Capital,https://x.com/domedia,https://www.linkedin.com/company/domedia,11-50,"$1,398,228","May 30, 2007"
Cue Biopharma,https://www.crunchbase.com/organization/cue-biopharma,"Dec 19, 2025","$98,399,999",Not Started,"Biopharma, Biotechnology, Health Care, Medical Device","Cambridge, Massachusetts, United States",Cue Biopharma is a developer of a productive platform for the treatment of cancer and autoimmune disease.,"46,269",https://www.cuebiopharma.com/,$1M to $10M,MDB Capital Group,MDB Capital Group,https://x.com/cuebiopharma?lang=en,https://www.linkedin.com/company/cuebiopharma/,11-50,"$10,000,000",2014
Meadowlark Hills,https://www.crunchbase.com/organization/meadowlark-hills,"Dec 19, 2025","$53,800,000",Not Started,"Assisted Living, Elderly, Health Care, Home Health Care","Manhattan, Kansas, United States",Meadowlark Hills offers a wide range of senior living options and wellness programs with a person-centred approach for the elder community.,"57,402",https://www.meadowlark.org/,$1M to $10M,—,—,https://x.com/meadowlarkhills,https://www.linkedin.com/company/meadowlark-hills,1-10,"$53,800,000",1980
Remix Global AD,https://www.crunchbase.com/organization/remix-global-ad,"Dec 19, 2025","€8,000,000",Not Started,"Apparel, E-Commerce, Fashion, Retail, Shopping","Sofia, Grad Sofiya, Bulgaria",Remix Global AD is an online reseller of second-hand apparel in Central and Eastern Europe.,"61,287",https://remixshop.com/bg,$100M to $500M,"Rockaway Ventures, Accession Capital Partners","Accession Capital Partners, Rockaway Ventures",,https://www.linkedin.com/company/remix-second-hand,101-250,—,2012
LM Funding,https://www.crunchbase.com/organization/lm-funding,"Dec 19, 2025","$48,200,000",Not Started,"Cryptocurrency, Financial Services, Personal Finance","Tampa, Florida, United States",LM Funding is a financial services company that purchases delinquent accounts from community associations.,"67,728",http://lmfunding.com/,$1M to $10M,Galaxy Digital,Galaxy Digital,https://x.com/lmfunding,https://www.linkedin.com/company/lm-funding-llc,1-10,"$6,500,000",2008
Ikonisys,https://www.crunchbase.com/organization/ikonisys,"Dec 19, 2025","$53,321,382",Not Started,"Biotechnology, Health Care, Health Diagnostics","New Haven, Connecticut, United States","Ikonisys is transforming diagnostic medicine by enabling early, accurate and non-invasive disease detection.","78,156",http://www.ikonisys.com/,$1M to $10M,"Goldman Sachs, New Science Ventures, Cambria Funds, Lakeview Capital Management, Avant Garde Family Office","Goldman Sachs, Trevi Health Ventures",,https://www.linkedin.com/company/ikonisys,51-100,"€2,720,000",1999
Thor Equities,https://www.crunchbase.com/organization/thor-equities,"Dec 19, 2025","$208,417,880",Not Started,"Commercial Real Estate, Real Estate","New York, New York, United States","Thor Equities is a real estate company that specializes in development, leasing and mixed-use property in high-density areas.","100,965",https://www.thorequities.com/,$10B+,"U.S. Department of Agriculture, Centennial Bank, Acres Capital, Argentic Investment Management","Acres Capital, Argentic Investment Management, Centennial Bank, U.S. Department of Agriculture",https://x.com/thorequities,https://www.linkedin.com/company/thor-equities/,101-250,"$18,250,000",1986
Wella AG,https://www.crunchbase.com/organization/wella-professional,"Dec 19, 2025","$750,000,000",Not Started,"Beauty, Consumer Goods, Health Care","Woodland Hills, California, United States","Wella AG is a major German hair care company headquartered in Geneva, Switzerland.","106,242",http://www.wella.com/,$100M to $500M,Kohlberg Kravis Roberts & Co.,Kohlberg Kravis Roberts & Co.,https://x.com/WellaHairUSA,https://www.linkedin.com/company/wella,10001+,"$750,000,000",1880
Glaston,https://www.crunchbase.com/organization/glaston,"Dec 19, 2025","€57,000,000",Not Started,"Industrial, Machinery Manufacturing, Manufacturing","Helsinki, Southern Finland, Finland","Glaston provides machinery, technology, and expertise in glass processing services.","112,337",https://glaston.net/,$100M to $500M,—,—,https://x.com/GlastonCorp,https://www.linkedin.com/company/glaston-corporation?trk=tyah,501-1000,"€57,000,000","Jan 1, 1870"
Pyxis Tankers,https://www.crunchbase.com/organization/pyxis-tankers,"Dec 19, 2025","$59,700,000",Not Started,"Marine Technology, Marine Transportation, Transportation","Maroúli, Evvoia, Greece",Pyxis Tankers is a maritime transportation company that is engaged in the seaborne transportation of refined petroleum products.,"133,841",https://www.pyxistankers.com/,$50M to $100M,Alpha Bank,Alpha Bank,https://x.com/PyxisTankers,https://www.linkedin.com/company/pyxis-tankers-inc-/,1-10,"$9,900,000","Mar 23, 2015"
cbdMD (formerly Level Brands),https://www.crunchbase.com/organization/cbdMD-Inc,"Dec 19, 2025","$7,700,000",Not Started,"Advertising, Beauty, Marketing","Charlotte, North Carolina, United States","cbdMD creates bold, unconventional and socially responsible branding for leading businesses.","140,891",https://www.cbdmd.com/,$10M to $50M,C.M. Capital Advisors,C.M. Capital Advisors,https://x.com/LevelBrands_,https://www.linkedin.com/company/17899874,51-100,"$2,250,000","Nov 1, 2015"
Albion Enterprise,https://www.crunchbase.com/organization/albion-enterprise,"Dec 19, 2025","£17,300,000",Not Started,"Financial Services, Venture Capital","London, England, United Kingdom",Albion Enterprise is a venture capital that invest in a broad portfolio of higher growth businesses across a variety of sectors.,"189,292",—,—,—,—,,,1-10,"£17,300,000","Nov 7, 2006"
Nothing,https://www.crunchbase.com/organization/nothing-4537,"Dec 18, 2025","$454,094,274",Not Started,"Consumer, Consumer Electronics, Consumer Software, Information Technology","London, England, United Kingdom","Nothing develops consumer electronics, including smartphones and earbuds, with a focus on connectivity and design.",19,https://nothing.tech/,$1B to $10B,"Tiger Global Management, EQT Ventures, Gaorong Capital, Buckley Ventures, C Capital","C Ventures, EQT Ventures, Google Ventures, Highland Europe, Tiger Global Management",https://x.com/nothing,https://www.linkedin.com/company/nothingtech,501-1000,"$8,000,000",2020
Lovable,https://www.crunchbase.com/organization/lovable-803a,"Dec 18, 2025","$552,497,744",Not Started,"Artificial Intelligence (AI), Developer Platform, Developer Tools, Software","Stockholm, Stockholms Lan, Sweden",Lovable provides an AI-driven platform enabling users to generate and deploy web applications and websites from natural language prompts.,123,https://lovable.dev/,$100M to $500M,"Menlo Ventures, Accel, Antler, Khosla Ventures, Salesforce Ventures","Accel, byFounders, CapitalG, Creandum, Hummingbird Ventures, Menlo Ventures",https://x.com/lovable_dev,https://www.linkedin.com/company/lovable-dev,11-50,"$330,000,000",2023
AtScale,https://www.crunchbase.com/organization/atscale,"Dec 18, 2025","$157,082,082",Not Started,"Analytics, Artificial Intelligence (AI), Big Data, Internet, Software","San Mateo, California, United States",The Leading Semantic Layer Platform for Data and Analytics,716,http://atscale.com/,$1M to $10M,"Morgan Stanley, Atlantic Bridge, Wells Fargo, Industry Ventures, Storm Ventures","Atlantic Bridge, Comcast Ventures, Morgan Stanley, Snowflake Ventures, UMC Capital",https://x.com/AtScale,https://www.linkedin.com/company/atscale-inc-,101-250,"$62,082,082",2013
FINNY,https://www.crunchbase.com/organization/finny-6acf,"Dec 18, 2025","$21,800,000",Not Started,"Artificial Intelligence (AI), Consulting, Machine Learning, Wealth Management","New York, New York, United States",FINNY is an AI-powered prospecting and marketing platform that helps financial advisors identify and connect with potential clients.,"1,344",https://finny.com/,$1M to $10M,"Y Combinator, Venrock, Liquid 2 Ventures, Activant Capital, Restive","Hanover Technology Investment Management, Maple VC, Venrock, Y Combinator",https://x.com/FINNYAI,https://www.linkedin.com/company/finnyai,11-50,"$17,000,000",2023
Neural Concept,https://www.crunchbase.com/organization/neural-concept,"Dec 18, 2025","$136,763,861",Not Started,"Artificial Intelligence (AI), Industrial Automation, Machine Learning, Software","Lausanne, Vaud, Switzerland",Neural Concept is an intelligence platform tha transforms engineering product design through advanced 3D deep learning algorithms.,"1,435",https://neuralconcept.com/,$1M to $10M,"HTGF (High-Tech Gruenderfonds), Alven, D. E. Shaw & Co., Aster, Venture Kick","Alven, CNB Capital, Forestay Capital, Foundation for Innovation and Technology (FIT), Goldman Sachs Alternatives, Venture Kick",,https://www.linkedin.com/company/neuralconcept,51-100,"$100,000,000",2019
Moderna,https://www.crunchbase.com/organization/moderna-therapeutics,"Dec 18, 2025","$4,561,900,000",Not Started,"Biotechnology, Genetics, Health Care, Medical, Pharmaceutical, Therapeutics","Cambridge, Massachusetts, United States",Moderna Therapeutics is a biotechnology company that specializes in vaccines and drug development.,"1,925",http://www.modernatx.com/,$1B to $10B,"RA Capital Management, HSG, Wellington Management, Bill & Melinda Gates Foundation, Fidelity","Alexion Pharmaceuticals, Ares Management, AstraZeneca, Biomedical Advanced Research and Development Authority (BARDA), Blackstone Life Sciences, Coalition for Epidemic Preparedness Innovations, DARPA, DFO Management, Flagship Pioneering, Merck, U.S. Department of Health & Human Services",https://x.com/moderna_tx,https://www.linkedin.com/company/moderna-,1001-5000,"$54,300,000",2010
Fuse Energy,https://www.crunchbase.com/organization/fuse-energy,"Dec 18, 2025","$169,856,982",Not Started,"Electrical Distribution, Energy, Renewable Energy","London, England, United Kingdom",Fuse Energy is an innovative energy company that simplifies gas and electricity management by providing accurate bill forecasts.,"2,118",https://www.fuseenergy.com/,$100M to $500M,"Accel, BoxGroup, Lakestar, Lowercarbon Capital, Creandum","Balderton Capital, Lakestar, Lowercarbon Capital, Multicoin Capital",https://x.com/get_fuse,https://www.linkedin.com/company/get-fuse-energy,251-500,"€59,000,000",Jan 2022
Impel,https://www.crunchbase.com/organization/swipe-to-spin,"Dec 18, 2025","$130,018,000",Not Started,"Augmented Reality, Automotive, Enterprise Software, SaaS","Syracuse, New York, United States",Impel offers a digital engagement platform for vehicle retailers or every type and size.,"3,155",https://impel.ai/,$1M to $10M,"Silversmith Capital Partners, Wavecrest Growth Partners, FM Capital, Topmark Partners, StartFast Ventures","FM Capital, Silversmith Capital Partners, StartFast Ventures, Wavecrest Growth Partners",https://x.com/getimpel,https://www.linkedin.com/company/getimpel,101-250,—,2011
Exein,https://www.crunchbase.com/organization/exein,"Dec 18, 2025","€193,000,000",Not Started,"Artificial Intelligence (AI), Cyber Security, Internet of Things, Network Security, Software","Roma, Lazio, Italy",Exein is a cybersecurity company that specializes in protecting embedded devices using AI-powered threat detection technologies.,"3,201",https://www.exein.io/,$1M to $10M,"Lakestar, Supernova Invest, Geodesic Capital, Blue Cloud Ventures, JP Morgan","33N Ventures, Balderton Capital, Blue Cloud Ventures, eCAPITAL ENTREPRENEURIAL PARTNERS, Future Industry Ventures, JP Morgan, Redstone.VC, United Ventures",https://x.com/Exein3,https://www.linkedin.com/company/exein,11-50,"€100,000,000",Jul 2018
Fixated,https://www.crunchbase.com/organization/fixated,"Dec 18, 2025","$12,800,000",Not Started,"Advice, Gaming, Media and Entertainment","Los Angeles, California, United States",Fixated is not present to conform or preserve the status quo. We are here to build and lead the new era of digital entertainment.,"3,639",https://fixated.com/,$10M to $50M,Eldridge Industries,Eldridge Industries,,https://www.linkedin.com/company/fixated,11-50,—,2023
Destinus,https://www.crunchbase.com/organization/destinus,"Dec 18, 2025","$116,812,666",Not Started,"Aerospace, Manufacturing, Travel","Payerne, Fribourg, Switzerland",Destinus is a transportation technology company building near-space vehicles and the infrastructure to power the transportation network.,"4,500",https://destinus.ch/,$10M to $50M,"One Way Ventures, Liquid 2 Ventures, Quiet Capital, Commerzbank, Starburst Accelerator",Commerzbank,,https://www.linkedin.com/company/destinus1/,501-1000,"€50,000,000",2021
Nirvana Insurance,https://www.crunchbase.com/organization/nirvana-insurance,"Dec 18, 2025","$262,200,000",Not Started,"Artificial Intelligence (AI), Auto Insurance, Financial Services, Insurance, InsurTech","San Francisco, California, United States",Nirvana Insurance offers A-rated commercial trucking insurance using telematics to enhance safety and reduce costs.,"5,043",http://www.nirvanatech.com/,$1M to $10M,"Valor Equity Partners, General Catalyst, Lightspeed Venture Partners, Elad Gil, Fidji Simo","General Catalyst, Lightspeed Venture Partners, Valor Equity Partners",https://x.com/NirvanaTechInc,https://www.linkedin.com/company/nirvana-tech,101-250,"$100,000,000",Jan 2021
Delightree,https://www.crunchbase.com/organization/delightree,"Dec 18, 2025","$23,598,950",Not Started,"Franchise, Information Services, Information Technology, Software","San Francisco, California, United States",Delightree is an all-in-one franchising tech platform designed exclusively for emerging franchise businesses looking to scale their business,"5,079",https://www.delightree.com/,$1M to $10M,"Accel, Alchemist Accelerator, Axilor Ventures, Emergent Ventures, Brainstorm Ventures","Accel, Emergent Ventures",,https://www.linkedin.com/company/delightree/,11-50,"$13,998,952",2020
PublicSquare,https://www.crunchbase.com/organization/publicsq,"Dec 18, 2025","$82,375,004",Not Started,"Information Technology, Internet, Marketplace, Social Media","Carlsbad, California, United States",PublicSquare is an online marketplace that lets users discover local and national businesses that share the same values.,"6,033",https://www.publicsq.com/,$10M to $50M,—,—,https://x.com/officialpsq,https://www.linkedin.com/company/officialpublicsq,51-100,"$7,500,000",Feb 2021
Personal AI,https://www.crunchbase.com/organization/personalai,"Dec 18, 2025","$24,302,164",Not Started,Artificial Intelligence (AI),"New York, New York, United States",The first no-code platform enabling businesses to rapidly train and deploy specialized AI teams.,"6,361",https://personal.ai/,Less than $1M,"Village Global, BBG Ventures, Differential Ventures, Supernode Global, BDev Ventures","Comcast NBCUniversal LIFT Labs, Differential Ventures, Suman Kanuganti, Supernode Global",https://x.com/personalai_,https://www.linkedin.com/company/personalai,1-10,"$14,133,090",Jan 2020
Tin Can,https://www.crunchbase.com/organization/far-homes,"Dec 18, 2025","$17,750,000",Not Started,"Consumer, Consumer Electronics, Toys","Seattle, Washington, United States",Tin Can is a screen-free phone designed for kids that allows them to call only approved contacts without the need for a smartphone.,"7,345",https://tincan.kids/,$1M to $10M,"Greylock, Newfund, PSL Ventures, Data Tech Fund, Morrison Seger Venture Capital Partners","Data Tech Fund, Greylock, PSL Ventures",,https://www.linkedin.com/company/tincankids,11-50,"$12,000,000",2022
Capital Markets Gateway,https://www.crunchbase.com/organization/capital-markets-gateway,"Dec 18, 2025","$69,050,000",Not Started,"Analytics, Financial Services, FinTech, Software","Chicago, Illinois, United States",CMG is a fintech firm offering an integrated digital workflow and analytics platform for capital markets professionals.,"7,525",https://cmgx.io/,$10M to $50M,"Franklin Templeton, Citi, Goldman Sachs, Morgan Stanley, JP Morgan Chase","Goldman Sachs, JP Morgan Chase, StageDotO, TD Securities",,https://www.linkedin.com/company/cmg-capital-markets-gateway,101-250,—,2015
Saab,https://www.crunchbase.com/organization/saab,"Dec 18, 2025","$150,658,399",Not Started,"Aerospace, Automotive, Information Technology, Manufacturing, National Security, Security","Stockholm, Stockholms Lan, Sweden","Saab serves the global market with products, services, and solutions from military defence to civil security.","7,792",https://www.saab.com/,$1B to $10B,"Nordic Investment Bank, Sekunjalo Group, Canada's Ocean Supercluster, Vinnova, African Equity Empowerment Investments (AEEI)","African Equity Empowerment Investments (AEEI), Canada's Ocean Supercluster, Nordic Investment Bank, Vinnova",https://x.com/saab,http://www.linkedin.com/company/saab,10001+,"SEK1,200,000,000","Apr 2, 1937"
GlycanAge,https://www.crunchbase.com/organization/glycanage,"Dec 18, 2025","$13,965,262",Not Started,"Biotechnology, Health Care, Health Diagnostics","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Our vision is to make preventive and personalised healthcare the standard of care,"7,825",https://glycanage.com/,$1M to $10M,"Exceptional Ventures, LAUNCHub Ventures, BrightCap Ventures, Pareto Holdings, Edward Lando","Fifth Quarter Ventures, Hub71, Impulse Growth, Kadmos Capital, LAUNCHub Ventures",https://x.com/glycanage,https://www.linkedin.com/company/glycanage-ltd,11-50,"$8,700,000","Jan 15, 2020"
CAMP4 Therapeutics,https://www.crunchbase.com/organization/camp4-therapeutics,"Dec 18, 2025","$270,000,000",Not Started,"Biopharma, Biotechnology, Therapeutics","Cambridge, Massachusetts, United States",CAMP4 Therapeutics is a biotechnology company that uses RNA to restore healthy gene expression.,"8,499",https://www.camp4tx.com/,$10M to $50M,"Andreessen Horowitz, Gaingels, Vivo Capital, Janus Henderson Investors, Polaris Partners","5AM Ventures, Andreessen Horowitz, Biogen, Coastlands Capital, Enavate Sciences, Northpond Ventures",https://x.com/camp4tx/media,https://www.linkedin.com/company/camp4-therapeutics,11-50,"$30,000,000",2016
Liom,https://www.crunchbase.com/organization/spiden,"Dec 18, 2025","$81,620,260",Not Started,"Artificial Intelligence (AI), Biotechnology, Medical","Pfäffikon, Zurich, Switzerland","Liom develops the ultimate wearable to monitor needle-free biomarkers, beginning with glucose.","9,213",https://www.liom.com/,$1M to $10M,"b2venture, Konstantin Othmer, Kirill Eves, Ornament Health, Red Bull Ventures",Ornament Health,,https://www.linkedin.com/company/liom-health/,51-100,"CHF13,000,000",Dec 2017
DAWN,https://www.crunchbase.com/organization/dawn-7a48,"Dec 18, 2025","$13,000,000",Not Started,"Decentralized Finance (DeFi), Telecommunications, Wireless","New York, New York, United States","DAWN Internet builds a decentralized, user-owned broadband network that lets people share and earn from local internet connectivity.","9,514",https://www.dawninternet.com/,$1M to $10M,"Archetype, Polychain",Polychain,https://x.com/dawninternet,https://www.linkedin.com/company/dawninternet//,11-50,"$13,000,000",2016
Thread,https://www.crunchbase.com/organization/chatgenie-a980,"Dec 18, 2025","$33,897,990",Not Started,"Apps, Artificial Intelligence (AI), Information Technology, Messaging","New York, New York, United States",Thread is an AI-powered service desk platform for Managed Service Providers (MSPs).,"9,701",https://getthread.com/,$10M to $50M,"Headline, Susquehanna Growth Equity, David Bellini, Adam Slutskin, Integr8d Capital","David Bellini, Integr8d Capital, Susquehanna Growth Equity",,https://www.linkedin.com/company/thread-service/,11-50,"$18,000,000","Jul 1, 2022"
